passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,passenger_first_name,travel_time,total_amount
Mary Anderson,2017-11-02 04:32:45,2017-11-02 04:36:14,Cash,1,0.9,5.0,1.25,0.0,Mary,0 days 00:03:29,6.25
Jerry Davis,2017-03-02 00:23:27,2017-03-02 00:31:46,Cash,1,1.4,7.5,1.0,0.0,Jerry,0 days 00:08:19,8.5
Hannah Chen,2017-07-23 06:50:28,2017-07-23 06:55:40,Cash,4,1.07,6.0,1.36,0.0,Hannah,0 days 00:05:12,7.36
Alexander Davis,2017-07-08 22:58:13,2017-07-08 23:09:12,Cash,2,1.57,9.0,0.0,0.0,Alexander,0 days 00:10:59,9.0
Mark Francis,2017-12-04 19:27:01,2017-12-04 19:40:01,Cash,1,2.33,11.0,3.2,0.0,Mark,0 days 00:13:00,14.2
Dale Morton,2017-10-30 23:07:51,2017-10-30 23:17:12,Cash,1,2.06,9.0,0.0,0.0,Dale,0 days 00:09:21,9.0
Samuel Sanchez,2017-05-14 14:18:51,2017-05-14 14:23:44,Card,1,1.05,5.5,0.0,0.0,Samuel,0 days 00:04:53,5.5
Joseph Johnson,2017-03-11 22:19:55,2017-03-11 22:37:28,Cash,1,2.0,12.0,0.0,0.0,Joseph,0 days 00:17:33,12.0
Cameron Barker,2017-03-23 12:15:34,2017-03-23 12:19:41,Cash,1,0.64,5.0,1.16,0.0,Cameron,0 days 00:04:07,6.16
Brian Wang,2017-08-11 07:29:13,2017-08-11 07:34:25,Card,1,0.61,4.5,1.59,0.0,Brian,0 days 00:05:12,6.09
Vanessa Olsen,2017-01-02 09:06:53,2017-01-02 09:19:20,Cash,1,5.96,18.0,0.0,0.0,Vanessa,0 days 00:12:27,18.0
Crystal Huber,2017-10-27 18:10:10,2017-10-27 18:23:06,Card,1,2.0,10.0,0.0,0.0,Crystal,0 days 00:12:56,10.0
Brian Whitaker,2017-11-20 14:35:46,2017-11-20 15:52:40,Card,2,17.62,52.0,0.0,5.76,Brian,0 days 01:16:54,57.76
Nicole Mora,2017-06-12 19:00:18,2017-06-12 19:13:22,Cash,1,2.27,10.5,1.75,0.0,Nicole,0 days 00:13:04,12.25
Miguel Richards,2017-07-09 23:52:53,2017-07-10 00:00:06,Cash,1,1.3,7.0,1.65,0.0,Miguel,0 days 00:07:13,8.65
Steve Werner,2017-12-18 14:24:27,2017-12-18 14:29:05,Card,3,0.92,5.5,1.0,0.0,Steve,0 days 00:04:38,6.5
Kevin Davis,2017-10-12 20:17:47,2017-10-12 20:52:45,Card,1,15.05,43.0,9.39,2.64,Kevin,0 days 00:34:58,55.03
Olivia Stark,2017-05-21 05:39:06,2017-05-21 05:55:45,Card,2,9.07,26.5,0.0,5.76,Olivia,0 days 00:16:39,32.26
Samantha Branch,2017-12-14 13:46:09,2017-12-14 13:50:42,Cash,1,0.65,5.0,1.16,0.0,Samantha,0 days 00:04:33,6.16
Eric Baker,2017-08-19 09:37:23,2017-08-19 09:39:07,Card,1,0.52,3.5,0.0,0.0,Eric,0 days 00:01:44,3.5
Paul Stout,2017-03-03 18:29:46,2017-03-03 18:34:47,Card,1,1.0,5.5,2.15,0.0,Paul,0 days 00:05:01,7.65
Shari Berger,2017-08-15 09:00:56,2017-08-15 09:05:26,Cash,1,0.82,5.0,1.0,0.0,Shari,0 days 00:04:30,6.0
Fernando Warner,2017-12-15 07:24:59,2017-12-15 07:51:23,Card,1,6.7,23.5,0.0,0.0,Fernando,0 days 00:26:24,23.5
Yvonne Davis,2017-03-27 07:44:57,2017-03-27 07:53:49,Cash,1,1.5,8.0,0.0,0.0,Yvonne,0 days 00:08:52,8.0
William Perry,2017-03-03 22:32:18,2017-03-03 22:34:21,Card,1,0.4,3.5,0.96,0.0,William,0 days 00:02:03,4.46
James Rodgers,2017-06-13 12:11:04,2017-06-13 12:19:39,Card,1,1.0,7.0,0.0,0.0,James,0 days 00:08:35,7.0
Sharon Jackson,2017-08-28 19:55:00,2017-08-28 20:02:43,Card,1,1.65,7.5,0.0,0.0,Sharon,0 days 00:07:43,7.5
Kelly Mejia,2017-01-24 21:29:27,2017-01-24 21:34:59,Card,1,1.6,7.0,2.0,0.0,Kelly,0 days 00:05:32,9.0
Mrs. Madeline Espinoza,2017-10-31 19:41:00,2017-10-31 19:47:05,Card,1,0.8,6.0,1.55,0.0,Mrs.,0 days 00:06:05,7.55
Mary Rodriguez,2017-05-21 11:29:14,2017-05-21 11:34:50,Card,1,0.9,6.0,1.02,0.0,Mary,0 days 00:05:36,7.02
Jessica Randolph,2017-09-28 17:13:01,2017-09-28 17:37:53,Card,1,4.39,19.0,4.16,0.0,Jessica,0 days 00:24:52,23.16
Corey Martinez,2017-07-12 20:49:52,2017-07-12 21:09:26,Cash,1,2.2,13.5,2.96,0.0,Corey,0 days 00:19:34,16.46
Nicole Burke,2017-01-14 17:34:29,2017-01-14 17:44:06,Card,1,1.06,7.0,0.0,0.0,Nicole,0 days 00:09:37,7.0
Steven Flores,2017-08-29 19:13:07,2017-08-29 19:17:45,Card,1,0.7,5.0,0.0,0.0,Steven,0 days 00:04:38,5.0
Dawn Nunez,2017-11-21 11:20:34,2017-11-21 11:31:48,Cash,6,1.11,8.5,1.86,0.0,Dawn,0 days 00:11:14,10.36
Tonya Roberts,2017-06-18 18:25:28,2017-06-18 18:27:47,Cash,3,0.27,3.5,0.0,0.0,Tonya,0 days 00:02:19,3.5
Lindsay Banks,2017-11-11 00:07:37,2017-11-11 00:10:04,Card,1,0.53,3.5,0.5,0.0,Lindsay,0 days 00:02:27,4.0
Kristina Jennings,2017-07-27 18:35:53,2017-07-27 18:48:54,Card,1,1.8,10.0,2.95,0.0,Kristina,0 days 00:13:01,12.95
Gloria Davis,2017-10-11 23:57:13,2017-10-12 00:15:15,Cash,1,4.1,16.5,2.2,0.0,Gloria,0 days 00:18:02,18.7
Luis Goodman,2017-08-14 13:47:18,2017-08-14 14:02:04,Card,1,3.35,13.0,2.76,0.0,Luis,0 days 00:14:46,15.76
Theresa Henderson,2017-01-21 11:45:55,2017-01-21 11:54:39,Card,1,3.79,12.5,1.0,0.0,Theresa,0 days 00:08:44,13.5
Kelly Miller,2017-06-07 12:12:07,2017-06-07 12:17:45,Card,1,0.6,5.5,2.0,0.0,Kelly,0 days 00:05:38,7.5
Angela Torres,2017-01-09 09:01:00,2017-01-09 09:36:57,Cash,1,10.53,37.0,8.67,5.54,Angela,0 days 00:35:57,51.21
Eric Beard,2017-12-09 16:39:38,2017-12-09 17:02:05,Card,1,2.74,15.5,0.0,0.0,Eric,0 days 00:22:27,15.5
Jeff Duke,2017-10-18 10:46:12,2017-10-18 11:07:08,Card,1,2.56,14.0,2.0,0.0,Jeff,0 days 00:20:56,16.0
James Harris,2017-09-21 09:50:25,2017-09-21 09:53:46,Card,1,0.4,4.0,0.0,0.0,James,0 days 00:03:21,4.0
Scott Watson,2017-09-24 17:28:43,2017-09-24 17:42:11,Cash,1,2.0,11.0,2.0,0.0,Scott,0 days 00:13:28,13.0
Jason Greene,2017-03-03 14:22:00,2017-03-03 14:26:13,Cash,1,0.7,5.0,1.15,0.0,Jason,0 days 00:04:13,6.15
Olivia Villarreal,2017-09-12 13:25:18,2017-09-12 13:32:08,Card,1,1.2,6.5,0.0,0.0,Olivia,0 days 00:06:50,6.5
Michael Garrison,2017-06-06 21:38:54,2017-06-06 21:43:10,Cash,1,0.9,5.5,1.2,0.0,Michael,0 days 00:04:16,6.7
James Burgess MD,2017-02-28 14:49:55,2017-02-28 14:58:10,Cash,1,1.5,7.5,0.0,0.0,James,0 days 00:08:15,7.5
Bonnie Mitchell,2017-01-20 20:49:55,2017-01-20 20:58:59,Cash,1,1.62,8.0,0.0,0.0,Bonnie,0 days 00:09:04,8.0
Mrs. Jessica Garcia,2017-06-07 10:07:54,2017-06-07 10:16:02,Card,1,0.8,6.5,1.8,0.0,Mrs.,0 days 00:08:08,8.3
Shirley Carey,2017-08-23 09:26:03,2017-08-23 10:05:11,Cash,1,12.23,39.0,7.96,0.0,Shirley,0 days 00:39:08,46.96
Catherine Parker,2017-06-17 18:47:50,2017-06-17 19:11:36,Cash,3,3.85,18.5,3.86,0.0,Catherine,0 days 00:23:46,22.36
Nicholas Williams,2017-12-01 17:37:52,2017-12-01 17:57:10,Cash,6,2.08,13.0,0.0,0.0,Nicholas,0 days 00:19:18,13.0
Stephen Rios,2017-05-30 19:50:09,2017-05-30 20:06:31,Card,1,3.1,14.0,1.0,0.0,Stephen,0 days 00:16:22,15.0
Mr. James Porter,2017-03-01 21:58:12,2017-03-01 22:10:20,Card,1,1.6,10.0,2.8,0.0,Mr.,0 days 00:12:08,12.8
Jessica Day,2017-02-27 09:49:31,2017-02-27 10:08:28,Card,2,5.38,19.5,4.06,0.0,Jessica,0 days 00:18:57,23.56
Donna Boone,2017-09-09 15:21:41,2017-09-09 15:34:49,Card,1,1.41,10.0,2.16,0.0,Donna,0 days 00:13:08,12.16
Christopher Wiggins,2017-12-11 12:51:23,2017-12-11 12:56:59,Card,1,0.62,5.5,1.26,0.0,Christopher,0 days 00:05:36,6.76
Tiffany Harris,2017-10-16 09:47:02,2017-10-16 09:59:53,Cash,1,1.8,9.5,2.05,0.0,Tiffany,0 days 00:12:51,11.55
Adrian Washington,2017-11-12 19:32:22,2017-11-12 19:41:38,Card,1,1.8,8.5,2.06,0.0,Adrian,0 days 00:09:16,10.56
Alexander Hamilton,2017-05-29 20:09:00,2017-05-29 20:17:32,Cash,1,1.3,7.5,1.75,0.0,Alexander,0 days 00:08:32,9.25
Nathan George,2017-09-21 18:42:47,2017-09-21 19:11:01,Cash,1,4.63,20.5,0.0,0.0,Nathan,0 days 00:28:14,20.5
Steven Williams,2017-04-01 01:32:17,2017-04-01 01:46:00,Cash,1,3.5,13.5,3.7,0.0,Steven,0 days 00:13:43,17.2
Whitney Anderson,2017-01-23 20:23:31,2017-01-23 20:39:40,Cash,2,4.31,16.5,4.45,0.0,Whitney,0 days 00:16:09,20.95
Robert Burke,2017-01-19 15:19:10,2017-01-19 15:46:07,Card,2,3.51,17.5,1.0,0.0,Robert,0 days 00:26:57,18.5
Shelly Holland,2017-08-15 22:11:07,2017-08-15 22:34:18,Cash,2,6.66,23.0,0.0,0.0,Shelly,0 days 00:23:11,23.0
Patrick Jackson,2017-02-04 23:55:34,2017-02-05 00:04:33,Cash,1,1.63,8.5,1.96,0.0,Patrick,0 days 00:08:59,10.46
Samuel Brown,2017-01-30 09:15:58,2017-01-30 09:31:28,Card,1,2.2,12.0,0.0,0.0,Samuel,0 days 00:15:30,12.0
Robert David,2017-07-02 19:32:41,2017-07-02 19:39:15,Cash,3,1.1,6.5,0.0,0.0,Robert,0 days 00:06:34,6.5
John Smith,2017-10-25 16:51:28,2017-10-25 17:48:45,Cash,1,17.9,52.0,15.75,5.76,John,0 days 00:57:17,73.51
John Webster,2017-09-05 15:58:13,2017-09-05 16:34:56,Cash,5,11.16,34.5,8.21,5.76,John,0 days 00:36:43,48.47
Amy Jones,2017-03-17 12:10:43,2017-03-17 12:17:00,Card,1,0.5,5.5,0.0,0.0,Amy,0 days 00:06:17,5.5
Scott Baxter,2017-02-14 16:16:49,2017-02-14 17:28:59,Card,1,15.73,52.0,0.0,0.0,Scott,0 days 01:12:10,52.0
Gregory Clark,2017-05-29 09:04:09,2017-05-29 09:24:31,Card,1,8.6,26.0,5.35,0.0,Gregory,0 days 00:20:22,31.35
Briana Morgan,2017-01-29 13:57:26,2017-01-29 14:01:43,Cash,1,0.7,5.0,1.04,0.0,Briana,0 days 00:04:17,6.04
Willie Campbell,2017-12-12 10:49:24,2017-12-12 11:14:43,Card,2,1.8,15.5,3.25,0.0,Willie,0 days 00:25:19,18.75
Monica Campbell,2017-11-10 19:28:25,2017-11-10 19:33:56,Card,5,0.63,5.5,1.26,0.0,Monica,0 days 00:05:31,6.76
Lisa Rivas,2017-03-15 08:59:26,2017-03-15 09:34:32,Cash,1,3.8,24.5,3.7,0.0,Lisa,0 days 00:35:06,28.2
Erica Johnson,2017-02-24 06:58:15,2017-02-24 07:01:56,Cash,1,0.6,4.5,0.0,0.0,Erica,0 days 00:03:41,4.5
Helen Mitchell,2017-01-24 15:34:11,2017-01-24 16:24:39,Cash,1,13.8,45.0,0.0,0.0,Helen,0 days 00:50:28,45.0
Randall Thomas,2017-02-01 18:46:53,2017-02-01 18:53:08,Card,5,0.52,5.5,1.46,0.0,Randall,0 days 00:06:15,6.96
Mathew Lucas,2017-03-11 18:49:37,2017-03-11 19:07:30,Card,1,2.9,13.5,2.86,0.0,Mathew,0 days 00:17:53,16.36
Dustin Davis,2017-04-17 21:27:07,2017-04-17 21:35:12,Cash,1,1.8,8.5,1.95,0.0,Dustin,0 days 00:08:05,10.45
Justin Mccoy,2017-08-26 16:38:17,2017-08-26 16:50:34,Cash,5,2.83,11.5,3.08,0.0,Justin,0 days 00:12:17,14.58
Mrs. Claire Walsh,2017-12-06 19:47:26,2017-12-06 19:53:02,Cash,1,0.7,5.5,1.45,0.0,Mrs.,0 days 00:05:36,6.95
Robyn Wilson,2017-01-24 20:05:36,2017-01-24 20:14:25,Card,1,1.3,7.5,0.0,0.0,Robyn,0 days 00:08:49,7.5
Carmen Thompson,2017-05-11 19:05:27,2017-05-11 19:20:19,Cash,1,1.9,11.0,0.0,0.0,Carmen,0 days 00:14:52,11.0
Troy Pierce,2017-12-17 01:02:36,2017-12-17 01:04:48,Card,1,0.6,4.0,1.05,0.0,Troy,0 days 00:02:12,5.05
Laura Howard,2017-01-27 02:54:45,2017-01-27 03:20:25,Card,1,14.07,39.0,3.0,0.0,Laura,0 days 00:25:40,42.0
Alexander Novak,2017-07-09 13:43:30,2017-07-09 13:59:38,Card,1,1.78,11.5,2.46,0.0,Alexander,0 days 00:16:08,13.96
Hannah Ramos,2017-12-09 12:36:37,2017-12-09 12:43:27,Cash,5,0.65,6.0,1.7,0.0,Hannah,0 days 00:06:50,7.7
Denise Esparza,2017-12-01 19:42:47,2017-12-01 19:58:25,Card,1,2.4,12.0,2.0,0.0,Denise,0 days 00:15:38,14.0
Laura Wright,2017-08-01 17:11:23,2017-08-01 17:26:02,Card,1,1.0,10.0,2.35,0.0,Laura,0 days 00:14:39,12.35
James Gallagher,2017-10-02 18:24:27,2017-10-02 18:30:05,Cash,1,0.9,5.5,1.45,0.0,James,0 days 00:05:38,6.95
Stephanie Garcia,2017-10-29 20:00:33,2017-10-29 20:06:39,Card,2,0.8,6.0,1.45,0.0,Stephanie,0 days 00:06:06,7.45
Tyler Price,2017-10-13 21:38:27,2017-10-13 21:48:09,Card,1,1.1,7.5,0.0,0.0,Tyler,0 days 00:09:42,7.5
Gregory Humphrey,2017-12-19 10:17:58,2017-12-19 10:29:17,Card,1,1.31,9.0,0.98,0.0,Gregory,0 days 00:11:19,9.98
Alicia Davis,2017-08-05 14:54:57,2017-08-05 15:03:47,Card,1,1.0,7.0,0.0,0.0,Alicia,0 days 00:08:50,7.0
Cassandra Valdez,2017-05-02 09:45:44,2017-05-02 09:50:00,Card,1,1.2,6.0,0.0,0.0,Cassandra,0 days 00:04:16,6.0
Charles Brock,2017-03-28 23:19:44,2017-03-28 23:33:24,Cash,1,1.9,11.0,1.0,0.0,Charles,0 days 00:13:40,12.0
Pamela Shannon,2017-03-08 15:32:29,2017-03-08 15:50:46,Card,1,1.4,12.0,1.0,0.0,Pamela,0 days 00:18:17,13.0
Geoffrey Mclaughlin,2017-11-12 03:33:08,2017-11-12 03:47:32,Cash,1,2.32,11.0,2.46,0.0,Geoffrey,0 days 00:14:24,13.46
Leah Hoover,2017-08-09 08:36:57,2017-08-09 08:46:38,Cash,2,0.77,7.5,1.11,0.0,Leah,0 days 00:09:41,8.61
Theodore Bass,2017-03-13 22:02:36,2017-03-13 22:13:05,Card,3,1.79,9.0,2.06,0.0,Theodore,0 days 00:10:29,11.06
Robert Martinez,2017-09-15 21:38:07,2017-09-15 21:46:29,Cash,5,0.7,6.5,0.0,0.0,Robert,0 days 00:08:22,6.5
Tamara Martinez,2017-09-06 08:10:35,2017-09-06 08:33:34,Cash,1,1.91,14.5,0.0,0.0,Tamara,0 days 00:22:59,14.5
Jacob Ferguson,2017-08-25 02:12:57,2017-08-25 02:19:37,Cash,1,1.0,6.0,1.45,0.0,Jacob,0 days 00:06:40,7.45
Lori Booker,2017-12-08 20:49:20,2017-12-08 20:59:55,Cash,1,1.2,8.0,1.95,0.0,Lori,0 days 00:10:35,9.95
Danny Farrell,2017-10-14 14:52:40,2017-10-14 14:59:28,Cash,1,0.9,6.0,1.0,0.0,Danny,0 days 00:06:48,7.0
Daniel Scott,2017-05-03 07:47:22,2017-05-03 07:59:57,Card,1,1.2,9.0,1.0,0.0,Daniel,0 days 00:12:35,10.0
Julie Harper,2017-11-15 23:09:00,2017-11-15 23:15:38,Card,4,0.9,6.5,0.0,0.0,Julie,0 days 00:06:38,6.5
Bernard Coleman,2017-05-09 10:16:53,2017-05-09 10:36:53,Card,6,1.67,13.0,2.76,0.0,Bernard,0 days 00:20:00,15.76
Brandy Wade,2017-05-28 00:07:50,2017-05-28 00:17:52,Card,1,3.3,11.0,0.0,0.0,Brandy,0 days 00:10:02,11.0
John Hughes,2017-11-13 08:20:58,2017-11-13 08:31:01,Card,4,1.32,8.0,2.2,0.0,John,0 days 00:10:03,10.2
Jaclyn Johnson,2017-08-09 13:29:13,2017-08-09 13:38:05,Cash,1,1.54,8.5,2.32,0.0,Jaclyn,0 days 00:08:52,10.82
Joshua Myers,2017-07-18 23:46:11,2017-07-18 23:54:31,Cash,1,2.27,9.0,2.06,0.0,Joshua,0 days 00:08:20,11.06
Lisa Vaughn,2017-07-23 14:11:19,2017-07-23 14:22:08,Card,1,0.8,8.0,0.0,0.0,Lisa,0 days 00:10:49,8.0
Curtis Contreras,2017-08-17 21:26:38,2017-08-17 21:45:32,Cash,1,3.7,17.0,1.0,0.0,Curtis,0 days 00:18:54,18.0
William Kelley,2017-12-15 21:32:30,2017-12-15 21:37:07,Card,1,0.59,5.0,1.58,0.0,William,0 days 00:04:37,6.58
Thomas Spencer,2017-02-12 16:56:40,2017-02-12 17:01:08,Card,1,0.4,4.5,1.05,0.0,Thomas,0 days 00:04:28,5.55
Jason Miller,2017-03-17 22:37:57,2017-03-17 23:10:44,Card,2,12.48,37.0,6.0,0.0,Jason,0 days 00:32:47,43.0
Lance Roth,2017-12-02 23:53:22,2017-12-03 00:04:16,Card,1,1.2,8.5,0.0,0.0,Lance,0 days 00:10:54,8.5
Brian Morris,2017-10-21 12:05:07,2017-10-21 12:26:16,Cash,3,2.5,15.0,3.95,0.0,Brian,0 days 00:21:09,18.95
Tiffany Howe,2017-06-10 18:36:03,2017-06-10 19:07:17,Cash,2,4.17,21.5,2.0,0.0,Tiffany,0 days 00:31:14,23.5
Carol Hartman,2017-03-02 18:00:16,2017-03-02 18:06:28,Cash,5,1.74,7.5,1.0,0.0,Carol,0 days 00:06:12,8.5
Julie Glover,2017-03-23 19:03:12,2017-03-23 19:10:59,Cash,1,0.91,6.5,0.0,0.0,Julie,0 days 00:07:47,6.5
Kayla Parker,2017-06-03 10:24:27,2017-06-03 10:32:56,Card,1,1.61,8.0,0.0,0.0,Kayla,0 days 00:08:29,8.0
Daniel Brennan,2017-05-20 10:43:26,2017-05-20 11:04:11,Cash,1,2.5,14.0,2.95,0.0,Daniel,0 days 00:20:45,16.95
Kyle Adkins,2017-12-28 08:43:27,2017-12-28 08:51:42,Cash,1,1.4,8.0,1.0,0.0,Kyle,0 days 00:08:15,9.0
Aaron Petty,2017-09-17 19:55:55,2017-09-17 20:08:36,Cash,5,2.19,10.5,0.0,0.0,Aaron,0 days 00:12:41,10.5
Dylan Beasley,2017-09-09 23:51:55,2017-09-10 00:14:55,Cash,1,11.34,33.0,0.0,0.0,Dylan,0 days 00:23:00,33.0
Kristy Avila,2017-01-02 18:38:15,2017-01-02 18:42:58,Cash,1,0.8,5.0,1.15,0.0,Kristy,0 days 00:04:43,6.15
Alfred Byrd,2017-10-20 10:16:14,2017-10-20 10:21:36,Cash,1,0.43,5.0,0.0,0.0,Alfred,0 days 00:05:22,5.0
Susan Gordon DVM,2017-07-10 00:17:15,2017-07-10 00:23:38,Card,1,1.36,7.0,0.0,0.0,Susan,0 days 00:06:23,7.0
Heather Brown,2017-05-15 17:57:34,2017-05-15 18:00:06,Card,1,0.56,4.0,1.16,0.0,Heather,0 days 00:02:32,5.16
Cassandra Vaughn,2017-08-01 20:41:05,2017-08-01 20:49:07,Card,1,1.4,7.5,1.2,0.0,Cassandra,0 days 00:08:02,8.7
Jared Taylor,2017-06-23 01:56:31,2017-06-23 02:12:04,Cash,2,4.62,15.5,3.36,0.0,Jared,0 days 00:15:33,18.86
Michael Gibson,2017-04-12 18:21:42,2017-04-12 18:32:25,Cash,1,2.83,11.5,2.66,0.0,Michael,0 days 00:10:43,14.16
Jamie Gonzalez,2017-01-26 18:22:30,2017-01-26 18:41:58,Cash,1,2.01,13.0,2.96,0.0,Jamie,0 days 00:19:28,15.96
Courtney Maldonado,2017-04-13 15:38:59,2017-04-13 15:51:57,Cash,1,1.4,9.5,0.0,0.0,Courtney,0 days 00:12:58,9.5
Cheryl Smith MD,2017-09-09 23:11:44,2017-09-09 23:29:51,Card,4,2.06,12.5,2.76,0.0,Cheryl,0 days 00:18:07,15.26
Jasmine Curtis,2017-11-19 13:54:03,2017-11-19 13:59:26,Card,5,0.94,5.5,1.26,0.0,Jasmine,0 days 00:05:23,6.76
Austin Medina,2017-04-01 15:46:01,2017-04-01 15:58:50,Cash,1,2.5,11.5,2.45,0.0,Austin,0 days 00:12:49,13.95
Jesus Ramirez,2017-02-07 10:10:15,2017-02-07 10:14:15,Card,1,0.5,4.5,0.0,0.0,Jesus,0 days 00:04:00,4.5
Jennifer Wilson,2017-02-04 18:32:50,2017-02-04 18:40:49,Card,6,0.98,6.5,0.0,0.0,Jennifer,0 days 00:07:59,6.5
Emily White,2017-08-10 12:54:36,2017-08-10 13:04:58,Cash,5,1.08,7.5,1.66,0.0,Emily,0 days 00:10:22,9.16
Danny Wood,2017-02-03 17:49:20,2017-02-03 18:11:57,Cash,1,3.3,16.5,0.0,0.0,Danny,0 days 00:22:37,16.5
Dr. Mark Church,2017-03-03 00:33:09,2017-03-03 00:42:00,Card,2,3.34,11.5,1.0,0.0,Dr.,0 days 00:08:51,12.5
Bethany Price,2017-04-02 17:54:37,2017-04-02 19:03:03,Cash,1,6.7,44.0,6.0,0.0,Bethany,0 days 01:08:26,50.0
Jordan Mccormick,2017-02-11 21:01:15,2017-02-11 21:16:44,Cash,1,1.67,10.5,2.36,0.0,Jordan,0 days 00:15:29,12.86
Randy Taylor,2017-02-05 13:54:56,2017-02-05 14:01:03,Cash,2,1.2,6.5,1.0,0.0,Randy,0 days 00:06:07,7.5
Ashley Small,2017-08-16 14:07:55,2017-08-16 14:27:41,Card,1,4.55,18.0,0.0,0.0,Ashley,0 days 00:19:46,18.0
Ronald Chen,2017-05-02 17:12:34,2017-05-02 17:27:20,Card,2,3.01,13.5,3.06,0.0,Ronald,0 days 00:14:46,16.56
Ariana Wade,2017-04-07 13:06:45,2017-04-07 13:16:03,Cash,1,1.08,7.5,1.66,0.0,Ariana,0 days 00:09:18,9.16
Kaitlyn Evans,2017-12-26 10:21:40,2017-12-26 10:59:48,Cash,2,17.9,52.0,0.0,5.76,Kaitlyn,0 days 00:38:08,57.76
Anne Santos,2017-11-30 10:09:25,2017-11-30 10:19:01,Cash,1,1.1,8.0,2.0,0.0,Anne,0 days 00:09:36,10.0
Ashley Garcia,2017-07-19 11:06:18,2017-07-19 11:15:16,Card,2,1.8,8.0,2.2,0.0,Ashley,0 days 00:08:58,10.2
Brent Baker,2017-06-03 21:18:11,2017-06-03 21:27:53,Card,1,1.1,8.0,2.3,0.0,Brent,0 days 00:09:42,10.3
Krystal Rhodes,2017-09-28 03:53:08,2017-09-28 04:15:42,Card,1,12.3,35.0,4.0,0.0,Krystal,0 days 00:22:34,39.0
Mr. Manuel Rose,2017-05-06 21:31:34,2017-05-06 21:43:58,Card,2,1.85,9.5,0.0,0.0,Mr.,0 days 00:12:24,9.5
Belinda Hamilton,2017-02-17 20:25:54,2017-02-17 20:30:35,Cash,1,0.7,5.0,1.25,0.0,Belinda,0 days 00:04:41,6.25
Tracy Payne DDS,2017-10-28 17:28:59,2017-10-28 17:59:20,Card,2,4.9,22.5,0.0,0.0,Tracy,0 days 00:30:21,22.5
Christopher Martinez,2017-10-19 10:57:18,2017-10-19 11:15:50,Cash,1,1.58,12.0,3.2,0.0,Christopher,0 days 00:18:32,15.2
Jonathan Hernandez,2017-06-28 21:04:41,2017-06-28 21:42:48,Cash,1,8.34,33.5,5.22,0.0,Jonathan,0 days 00:38:07,38.72
Janice Watkins,2017-08-30 11:06:54,2017-08-30 11:12:13,Cash,6,1.21,6.0,0.0,0.0,Janice,0 days 00:05:19,6.0
Jennifer Maldonado,2017-04-11 14:42:30,2017-04-11 14:49:02,Card,1,1.0,6.5,0.0,0.0,Jennifer,0 days 00:06:32,6.5
William Jones,2017-05-07 14:43:07,2017-05-07 14:59:06,Cash,1,2.83,13.0,0.0,0.0,William,0 days 00:15:59,13.0
Kimberly Garza,2017-09-07 12:03:22,2017-09-07 12:22:05,Cash,1,4.1,16.0,4.2,0.0,Kimberly,0 days 00:18:43,20.2
Tina Romero,2017-01-20 11:34:30,2017-01-20 11:37:08,Card,2,0.61,4.0,0.0,0.0,Tina,0 days 00:02:38,4.0
Mark Santiago,2017-08-15 13:47:56,2017-08-15 14:32:10,Cash,1,11.0,37.5,8.0,5.76,Mark,0 days 00:44:14,51.26
Jennifer Conway,2017-09-30 04:22:10,2017-09-30 04:29:25,Cash,1,2.95,10.0,0.0,0.0,Jennifer,0 days 00:07:15,10.0
Neil Butler,2017-09-16 02:06:50,2017-09-16 02:23:10,Cash,1,5.23,18.5,4.95,0.0,Neil,0 days 00:16:20,23.45
Zachary Williams,2017-12-08 07:29:20,2017-12-08 07:43:00,Card,1,1.7,11.0,0.0,0.0,Zachary,0 days 00:13:40,11.0
Michelle Dean,2017-05-23 08:20:05,2017-05-23 08:21:54,Card,1,0.2,3.5,0.0,0.0,Michelle,0 days 00:01:49,3.5
Leslie Joseph,2017-04-06 23:57:58,2017-04-07 00:09:51,Card,1,2.26,10.5,0.0,0.0,Leslie,0 days 00:11:53,10.5
Brian Hanson,2017-06-25 19:29:34,2017-06-25 20:13:34,Cash,1,7.0,31.5,7.6,5.76,Brian,0 days 00:44:00,44.86
Andrew Stewart,2017-06-16 18:51:55,2017-06-16 19:06:33,Cash,1,3.13,12.5,1.2,0.0,Andrew,0 days 00:14:38,13.7
Tyler Watson,2017-06-30 08:07:59,2017-06-30 08:14:09,Cash,1,1.09,6.0,1.0,0.0,Tyler,0 days 00:06:10,7.0
Krystal Smith,2017-05-10 09:15:25,2017-05-10 09:56:14,Card,3,12.58,39.5,13.82,5.76,Krystal,0 days 00:40:49,59.08
Dustin Barber,2017-05-20 16:46:48,2017-05-20 16:59:18,Card,1,1.98,10.5,2.82,0.0,Dustin,0 days 00:12:30,13.32
Crystal Cordova,2017-03-20 10:33:55,2017-03-20 11:00:48,Card,1,2.84,17.5,4.58,0.0,Crystal,0 days 00:26:53,22.08
Emily Matthews,2017-05-31 09:20:03,2017-05-31 09:40:36,Card,3,2.57,14.5,3.06,0.0,Emily,0 days 00:20:33,17.56
Toni Taylor,2017-03-10 09:04:43,2017-03-10 09:12:04,Cash,6,1.57,7.5,2.0,0.0,Toni,0 days 00:07:21,9.5
